CODE,Slide,Cross,Decay,Pathogen,Hyphae,None.Path,,Arbuscules,Vesicles,M_Hyphae,None.Myc,,Herbivory,None.Herb,,notes
,1,33,1,,,,,,,1,,,1,,,
,1,34,,,,1,,,,1,,,,1,,
,1,35,1,,,,,,,1,,,,1,,
,2,1,1,,,,,,1,,,,,1,,
,2,2,,,,1,,,,,1,,1,,,
,2,3,1,,,,,,,1,,,,1,,
,2,4,,,1,,,1,,,,,,1,,
,2,5,1,,,,,,,1,,,,1,,
,2,6,,,,1,,,,,1,,,1,,
,2,7,,,,1,,,,,1,,,1,,
,2,8,,,,1,,,,,1,,,1,,
,2,9,1,,,,,,,,1,,,1,,
,2,10,,,1,,,,,1,,,,1,,
,2,11,,,1,,,1,,,,,,1,,
,2,12,1,,,,,,,1,,,,1,,
,2,13,1,,,,,,,1,,,,1,,
,2,14,1,,,,,,,1,,,,1,,
,2,15,1,,,,,,,1,,,,1,,
,2,16,,,,1,,,1,,,,,1,,
,2,17,,,1,,,,,,1,,,1,,
,2,18,,,,1,,,,,1,,,1,,
,2,19,,,,1,,,,,1,,,1,,
,2,20,,,,1,,1,,,,,,1,,
,2,21,1,,,,,,,,1,,,1,,
,2,22,1,,,,,,,1,,,,1,,
,2,23,,,,1,,,,1,,,,1,,
,2,24,1,,,,,,,1,,,,1,,
,2,25,1,,,,,,,1,,,1,,,
,2,26,,,,1,,1,,,,,1,,,
,2,27,1,,,,,,,1,,,1,,,
,2,28,,,,1,,,,1,,,,1,,
,2,29,1,,,,,1,,,,,,1,,
,2,30,,,1,,,,,1,,,,1,,
,2,31,,,1,,,,,1,,,,1,,
,2,32,1,,,,,1,,,,,,1,,
,2,33,1,,,,,,,1,,,,1,,
,2,34,1,,,,,,1,,,,,1,,
,2,35,,1,,,,,,,1,,,1,,
,3,1,,,1,,,1,,,,,,1,,
,3,2,,,,1,,,,,1,,,1,,
,3,3,1,,,,,,,1,,,,1,,
,3,4,1,,,,,,,1,,,,1,,
,3,5,1,,,,,,,1,,,,1,,
,3,6,1,,,,,,,1,,,,1,,
,3,7,1,,,,,,,,1,,,1,,
,3,8,,,1,,,,,1,,,,1,,
,3,9,,,,1,,,,1,,,,1,,
,3,10,1,,,,,,,,1,,,1,,
,3,11,1,,,,,,1,,,,,1,,
,3,12,,,1,,,,,,1,,,1,,
,3,13,1,,,,,,,1,,,,1,,
,3,14,,,,1,,,,,1,,,1,,
,3,15,,1,,,,,,1,,,,1,,
,3,16,1,,,,,,1,,,,,1,,
,3,17,,,,1,,,,1,,,1,,,
,3,18,1,,,,,,,1,,,,1,,
,3,19,1,,,,,,,1,,,,1,,
,3,20,1,,,,,,,,1,,,1,,
,3,21,1,,,,,,1,,,,,1,,
,3,22,,,1,,,,1,,,,,1,,
,3,23,1,,,,,1,,,,,,1,,
,3,24,,,1,,,,,1,,,,1,,
,3,25,1,,,,,,,1,,,,1,,
,3,26,1,,,,,,,,1,,,1,,
,3,27,1,,,,,,,1,,,1,,,
,3,28,1,,,,,,,,1,,,1,,
,3,29,1,,,,,,,1,,,,1,,
,3,30,1,,,,,,,1,,,,1,,
,Total slide 1,,16,3,6,10,,8,11,13,3,,4,31,,
,Total slide 2,,17,1,6,11,,6,3,16,10,,4,31,,
,Total slide 3,,20,1,5,4,,2,4,16,8,,2,28,,
,TOTAL,,53,5,17,25,,16,18,45,21,,10,90,,
14OSC3,1,1,,,,1,,,,,1,,,1,,
,1,2,,1,,,,,1,,,,,1,,
,1,3,,1,,,,,,,1,,,1,,
,1,4,,,1,,,,,1,,,,1,,
,1,5,,1,,,,,1,,,,,1,,
,1,6,,,1,,,,,1,,,,1,,
,1,7,,1,,,,,1,,,,,1,,
,1,8,,,,1,,,,,1,,,1,,
,1,9,1,,,,,,,1,,,,1,,
,1,10,,1,,,,,,1,,,,1,,
,1,11,,1,,,,,,1,,,,1,,
,1,12,,1,,,,,1,,,,,1,,
,1,13,,,1,,,,1,,,,,1,,
,1,14,,,,1,,,1,,,,1,,,
,1,15,,1,,,,,1,,,,,1,,
,1,16,,1,,,,,,1,,,1,,,
,1,17,,1,,,,,1,,,,1,,,
,1,18,,1,,,,,,1,,,,1,,
,1,19,,,,1,,,,,1,,,1,,
,1,20,1,,,,,,,1,,,,1,,
,1,21,,,,1,,1,,,,,1,,,
,1,22,,1,,,,,1,,,,,1,,
,1,23,,1,,,,,1,,,,,1,,
,1,24,,1,,,,,,1,,,,1,,
,1,25,,1,,,,,,1,,,,1,,
,1,26,,1,,,,,,1,,,1,,,
,1,27,,1,,,,,1,,,,,1,,
,1,28,,1,,,,,,1,,,1,,,
,1,29,,1,,,,,1,,,,,1,,
,1,30,,,1,,,,,,1,,,1,,
,1,31,,,1,,,,,1,,,,1,,
,1,32,,,1,,,,,,1,,,1,,
,1,33,,1,,,,,,,1,,,1,,
,1,34,,1,,,,,1,,,,,1,,
,1,35,,1,,,,,1,,,,,1,,
,2,1,1,,,,,,,,1,,,1,,
,2,2,1,,,,,,,1,,,,1,,
,2,3,,,,1,,,,1,,,,1,,
,2,4,,,,1,,,,,1,,,1,,
,2,5,1,,,,,,,1,,,,1,,
,2,6,,,,1,,,,1,,,,1,,
,2,7,,,1,,,,,1,,,,1,,
,2,8,,,,1,,,,1,,,,1,,
,2,9,1,,,,,,,1,,,,1,,
,2,10,,,,1,,,,,1,,,1,,
,2,11,,,,1,,,,1,,,,1,,
,2,12,,,,1,,,,1,,,,1,,
,2,13,1,,,,,,,,1,,,1,,
,2,14,,,1,,,,,,1,,,1,,
,2,15,1,,,,,,1,,,,,1,,
,2,16,,1,,,,,1,,,,,1,,
,2,17,,,1,,,,1,,,,,1,,
,2,18,,,1,,,,,,1,,,1,,
,2,19,,,,1,,,,1,,,,1,,
,2,20,,1,,,,,1,,,,,1,,
,2,21,,1,,,,,1,,,,,1,,
,2,22,1,,,,,,,1,,,,1,,
,2,23,,1,,,,,,1,,,,1,,
,2,24,1,,,,,,,,1,,,1,,
,2,25,1,,,,,,,1,,,,1,,
,2,26,,,1,,,,,1,,,,1,,
,2,27,,,,1,,,,1,,,,1,,
,2,28,1,,,,,,1,,,,,1,,
,2,29,1,,,,,,,,1,,,1,,
,2,30,,1,,,,,1,,,,,1,,
,2,31,1,,,,,,,,1,,,1,,
,2,32,,1,,,,,,1,,,,1,,
,2,33,1,,,,,,,,1,,,1,,
,2,34,1,,,,,,,,1,,,1,,
,2,35,,,,1,,,,1,,,,1,,
,3,1,,,1,,,,1,,,,,1,,
,3,2,,,,1,,,,1,,,,1,,
,3,3,,,1,,,,,,1,,,1,,
,3,4,,1,,,,,,1,,,,1,,
,3,5,,,1,,,,,1,,,,1,,
,3,6,,1,,,,,1,,,,,1,,
,3,7,,,,1,,,,1,,,,1,,
,3,8,,1,,,,,1,,,,,1,,
,3,9,,,,1,,,1,,,,,1,,
,3,10,,,1,,,,,,1,,,1,,
,3,11,,,,1,,,,1,,,,1,,
,3,12,,1,,,,,1,,,,,1,,
,3,13,,1,,,,,,1,,,,1,,
,3,14,,,,1,,,,1,,,,1,,
,3,15,,,,1,,,,1,,,,1,,
,3,16,,,1,,,,,1,,,,1,,
,3,17,,1,,,,,1,,,,,1,,
,3,18,,,,1,,,,1,,,,1,,
,3,19,1,,,,,,1,,,,,1,,
,3,20,,1,,,,,1,,,,,1,,
,3,21,,,,1,,,1,,,,,1,,
,3,22,,,,1,,,1,,,,,1,,
,3,23,,,,1,,,1,,,,,1,,
,3,24,,1,,,,,,1,,,,1,,
,3,25,,1,,,,,,1,,,,1,,
,3,26,,,,1,,,1,,,,,1,,
,3,27,,,,1,,,,1,,,,1,,
,3,28,,,,1,,,,1,,,,1,,
,3,29,,1,,,,,,,1,,,1,,
,3,30,,,,1,,,,1,,,,1,,
,Total slide 1,,2,22,6,5,,1,14,13,7,,6,29,,
,Total slide 2,,14,6,5,10,,0,7,17,11,,0,35,,
,Total slide 3,,1,10,5,14,,0,12,15,3,,0,30,,
,TOTAL,,17,38,16,29,,1,33,45,21,,6,94,,
14ISC3,1,1,,,,1,,,1,,,,,1,,
,1,2,,,,1,,,1,,,,,1,,
,1,3,,,1,,,,,1,,,,1,,
,1,4,,,1,,,,1,,,,,1,,
,1,5,1,,,,,,,1,,,,1,,
,1,6,1,,,,,,1,,,,1,,,
,1,7,,,,1,,,1,,,,,1,,
,1,8,,,,1,,,,1,,,,1,,
,1,9,1,,,,,,,1,,,,1,,
,1,10,,,1,,,,,1,,,1,,,
,1,11,1,,,,,,1,,,,,1,,
,1,12,,,,1,,,1,,,,,1,,
,1,13,,,1,,,,1,,,,,1,,
,1,14,,,1,,,,1,,,,,1,,
,1,15,1,,,,,,,1,,,,1,,
,1,16,1,,,,,,,1,,,,1,,
,1,17,,,,1,,,,1,,,,1,,
,1,18,,,,1,,,1,,,,,1,,
,1,19,,,,1,,,,1,,,,1,,
,1,20,,1,,,,,,1,,,,1,,
,1,21,,,,1,,,1,,,,1,,,
,1,22,,1,,,,,,1,,,,1,,
,1,23,,,,1,,,,1,,,,1,,
,1,24,,,1,,,,1,,,,,1,,
,1,25,,,1,,,,,,1,,,1,,
,1,26,1,,,,,1,,,,,,1,,
,1,27,1,,,,,,1,,,,,1,,
,1,28,,,,1,,,1,,,,1,,,
,1,29,,,,1,,,1,,,,,1,,
,1,30,,,1,,,,,1,,,,1,,
,1,31,,1,,,,,1,,,,,1,,
,1,32,1,,,,,,1,,,,1,,,
,1,33,1,,,,,1,,,,,1,,,
,1,34,1,,,,,,1,,,,,1,,
,1,35,,,,1,,,1,,,,,1,,
,2,1,,,,1,,,1,,,,,1,,
,2,2,1,,,,,,,1,,,,1,,
,2,3,1,,,,,,,1,,,,1,,
,2,4,,,,1,,,,1,,,,1,,
,2,5,,,1,,,1,,,,,,1,,
,2,6,1,,,,,1,,,,,,1,,
,2,7,1,,,,,,,,1,,,1,,
,2,8,1,,,,,,,1,,,1,,,
,2,9,,1,,,,,,1,,,,1,,
,2,10,1,,,,,,1,,,,,1,,
,2,11,1,,,,,,1,,,,1,,,
,2,12,1,,,,,,1,,,,,1,,
,2,13,,,1,,,,,,1,,,1,,
,2,14,,,,1,,,,1,,,,1,,
,2,15,,1,,,,,,1,,,,1,,
,2,16,,,,1,,,,1,,,,1,,
,2,17,,,,1,,,1,,,,,1,,
,2,18,,,1,,,,1,,,,,1,,
,2,19,,,1,,,,1,,,,,1,,
,2,20,1,,,,,,1,,,,,1,,
,2,21,1,,,,,,1,,,,,1,,
,2,22,1,,,,,1,,,,,,1,,
,2,23,1,,,,,,,,1,,,1,,
,2,24,,,,1,,,,1,,,1,,,
,2,25,,1,,,,,,1,,,,1,,
,2,26,1,,,,,,,1,,,,1,,
,2,27,1,,,,,,1,,,,,1,,
,2,28,,,,1,,,1,,,,,1,,
,2,29,1,,,,,,1,,,,,1,,
,2,30,1,,,,,,1,,,,,1,,
,2,31,1,,,,,,1,,,,,1,,
,2,32,1,,,,,,,1,,,,1,,
,2,33,1,,,,,,,1,,,,1,,
,2,34,1,,,,,,,1,,,,1,,
,2,35,1,,,,,,,1,,,,1,,
,3,1,,,1,,,,,1,,,,1,,
,3,2,,,1,,,,1,,,,,1,,
,3,3,,1,,,,,,1,,,,1,,
,3,4,,,,1,,,1,,,,,1,,
,3,5,,,1,,,,1,,,,,1,,
,3,6,,,,1,,,,1,,,,1,,
,3,7,1,,,,,,,,1,,,1,,
,3,8,1,,,,,,,1,,,,1,,
,3,9,,,1,,,,,1,,,,1,,
,3,10,1,,,,,,,,1,,,1,,
,3,11,,,,1,,1,,,,,,1,,
,3,12,,1,,,,,1,,,,,1,,
,3,13,,,1,,,,1,,,,,1,,
,3,14,,,1,,,,,,1,,,1,,
,3,15,,,1,,,,1,,,,,1,,
,3,16,,,1,,,,1,,,,,1,,
,3,17,1,,,,,,1,,,,1,,,
,3,18,,,,1,,,1,,,,,1,,
,3,19,,,1,,,,1,,,,,1,,
,3,20,1,,,,,,1,,,,,1,,
,3,21,,,1,,,,1,,,,,1,,
,3,22,,1,,,,,,1,,,,1,,
,3,23,1,,,,,,1,,,,,1,,
,3,24,,,,1,,,1,,,,,1,,
,3,25,,,1,,,,,1,,,,1,,
,3,26,,,,1,,1,,,,,,1,,
,3,27,1,,,,,,1,,,,,1,,
,3,28,1,,,,,,1,,,,,1,,
,3,29,,,,1,,,,1,,,,1,,
,3,30,,,1,,,,,1,,,1,,,
,Total slide 1,,11,3,8,13,,2,19,13,1,,6,29,,
,Total slide 2,,21,3,4,7,,3,14,16,2,,3,32,,
,Total slide 3,,8,3,12,7,,2,16,9,3,,2,28,,
,TOTAL,,40,9,24,27,,7,49,38,6,,11,89,,
14ISC1,1,1,,,,1,,,,1,,,,1,,
,1,2,,,,1,,,,1,,,,1,,
,1,3,,,,1,,,1,,,,,1,,
,1,4,1,,,,,,1,,,,,1,,
,1,5,1,,,,,,1,,,,,1,,
,1,6,,1,,,,,,,1,,,1,,
,1,7,1,,,,,,,1,,,,1,,
,1,8,,,,1,,1,,,,,,1,,
,1,9,,,,1,,,,1,,,,1,,
,1,10,,,,1,,,,1,,,,1,,
,1,11,,,,1,,,,,1,,,1,,
,1,12,1,,,,,,,1,,,,1,,
,1,13,,,,1,,,1,,,,,1,,
,1,14,,,,1,,,1,,,,,1,,
,1,15,,,,1,,,1,,,,,1,,
,1,16,,,,1,,,1,,,,,1,,
,1,17,1,,,,,,,1,,,,1,,
,1,18,,,,1,,,,1,,,,1,,
,1,19,,,,1,,,,1,,,1,,,
,1,20,1,,,,,,,1,,,,1,,
,1,21,,,,1,,,,1,,,,1,,
,1,22,1,,,,,,,1,,,,1,,
,1,23,1,,,,,,1,,,,,1,,
,1,24,,,,1,,,,1,,,,1,,
,1,25,,,,1,,,,1,,,,1,,
,1,26,1,,,,,,,,1,,,1,,
,1,27,1,,,,,,1,,,,,1,,
,1,28,,,,1,,,,1,,,,1,,
,1,29,,,1,,,,,,1,,,1,,
,1,30,,,,1,,,,1,,,,1,,
,1,31,,,,1,,,,1,,,,1,,
,1,32,1,,,,,,,,1,,,1,,
,1,33,,,1,,,,1,,,,,1,,
,1,34,,,,1,,,,1,,,,1,,
,1,35,,,1,,,,,1,,,,1,,
,2,1,1,,,,,,,1,,,,1,,
,2,2,1,,,,,,1,,,,,1,,
,2,3,1,,,,,,1,,,,,1,,
,2,4,,,,1,,1,,,,,,1,,
,2,5,,,,1,,,,1,,,,1,,
,2,6,1,,,,,,,1,,,,1,,
,2,7,,,,1,,,1,,,,,1,,
,2,8,1,,,,,,,1,,,,1,,
,2,9,,,,1,,,,1,,,,1,,
,2,10,1,,,,,1,,,,,,1,,
,2,11,1,,,,,,1,,,,,1,,
,2,12,1,,,,,,,1,,,,1,,
,2,13,1,,,,,,,1,,,,1,,
,2,14,,,,1,,,,1,,,,1,,
,2,15,1,,,,,,,1,,,,1,,
,2,16,,,,1,,,1,,,,,1,,
,2,17,,,,1,,,,,1,,,1,,
,2,18,1,,,,,,,,1,,,1,,
,2,19,1,,,,,,1,,,,,1,,
,2,20,1,,,,,,,,1,,,1,,
,2,21,,,,1,,,,1,,,,1,,
,2,22,,,,1,,,,1,,,,1,,
,2,23,,1,,,,,,,1,,,1,,
,2,24,,1,,,,,1,,,,,1,,
,2,25,,1,,,,,,1,,,,1,,
,2,26,1,,,,,,1,,,,,1,,
,2,27,1,,,,,,,1,,,,1,,
,2,28,,,,1,,,,1,,,,1,,
,2,29,,,,1,,,,,1,,,1,,
,2,30,,,1,,,,,1,,,,1,,
,2,31,1,,,,,,,1,,,,1,,
,2,32,,,,1,,,1,,,,,1,,
,2,33,,,,1,,,1,,,,,1,,
,2,34,,,,1,,1,,,,,,1,,
,2,35,,,1,,,,,1,,,,1,,
,3,1,1,,,,,,1,,,,,1,,
,3,2,1,,,,,,,1,,,,1,,
,3,3,,,,1,,,1,,,,,1,,
,3,4,1,,,,,,1,,,,,1,,
,3,5,,,,1,,,1,,,,,1,,
,3,6,1,,,,,,,1,,,,1,,
,3,7,,,,1,,,1,,,,,1,,
,3,8,1,,,,,,,,1,,,1,,
,3,9,,,,1,,,,,1,,,1,,
,3,10,1,,,,,,1,,,,,1,,
,3,11,1,,,,,,,1,,,,1,,
,3,12,1,,,,,,1,,,,,1,,
,3,13,1,,,,,,,1,,,,1,,
,3,14,,,,1,,,,1,,,,1,,
,3,15,,,1,,,,,,1,,,1,,
,3,16,1,,,,,,,,1,,,1,,
,3,17,,,,1,,,,1,,,,1,,
,3,18,,,1,,,,,1,,,,1,,
,3,19,1,,,,,,,1,,,,1,,
,3,20,1,,,,,,1,,,,,1,,
,3,21,,,,1,,,1,,,,,1,,
,3,22,1,,,,,,,,1,,,1,,
,3,23,,,,1,,,,,1,,,1,,
,3,24,1,,,,,,1,,,,,1,,
,3,25,,,,1,,,,1,,,,1,,
,3,26,,,,1,,,1,,,,1,,,
,3,27,1,,,,,,,1,,,1,,,
,3,28,,,,1,,,,1,,,,1,,
,3,29,1,,,,,,1,,,,,1,,
,3,30,1,,,,,,1,,,,,1,,
,Total slide 1,,11,1,3,20,,1,10,19,5,,1,34,,
,Total slide 2,,16,3,2,14,,3,10,17,5,,0,35,,
,Total slide 3,,17,0,2,11,,0,13,11,6,,2,28,,
,TOTAL,,44,4,7,45,,4,33,47,16,,3,97,,
14OSC1,1,1,,,1,,,1,,,,,,1,,
,1,2,,,1,,,,,1,,,,1,,
,1,3,,,1,,,,1,,,,,1,,
,1,4,,,1,,,,,1,,,,1,,
,1,5,,1,,,,,,1,,,,1,,
,1,6,,,1,,,,,1,,,,1,,
,1,7,,,1,,,,,1,,,,1,,
,1,8,,1,,,,,,1,,,,1,,
,1,9,,,,1,,1,,,,,,1,,
,1,10,,1,,,,,,1,,,,1,,
,1,11,,,1,,,,,1,,,,1,,
,1,12,,1,,,,,,1,,,,1,,
,1,13,1,,,,,,,1,,,,1,,
,1,14,,,1,,,,,1,,,,1,,
,1,15,,,1,,,,1,,,,,1,,
,1,16,,,1,,,,1,,,,,1,,
,1,17,,1,,,,,1,,,,,1,,
,1,18,,,1,,,,,,1,,,1,,
,1,19,,,1,,,,,1,,,,1,,
,1,20,,,1,,,,,1,,,,1,,
,1,21,,,1,,,,,1,,,,1,,
,1,22,,,1,,,,,1,,,,1,,
,1,23,,,1,,,,,1,,,,1,,
,1,24,1,,,,,,,1,,,,1,,
,1,25,,1,,,,1,,,,,,1,,
,1,26,,1,,,,,,1,,,,1,,
,1,27,,,,1,,,1,,,,,1,,
,1,28,1,,,,,,,1,,,1,,,
,1,29,,1,,,,,,1,,,,1,,
,1,30,1,,,,,,,1,,,1,,,
,1,31,,,1,,,,1,,,,,1,,
,1,32,,,1,,,1,,,,,,1,,
,1,33,,,,1,,1,,,,,,1,,
,1,34,,,1,,,,,1,,,,1,,
,1,35,,,1,,,1,,,,,,1,,
,2,1,,1,,,,,1,,,,,1,,
,2,2,,,1,,,,,1,,,,1,,
,2,3,,1,,,,,,1,,,1,,,
,2,4,,,,1,,,,1,,,,1,,
,2,5,,,1,,,,1,,,,,1,,
,2,6,,,,1,,,,1,,,,1,,
,2,7,,,,1,,,,1,,,,1,,
,2,8,,,1,,,,1,,,,,1,,
,2,9,,,,1,,,,1,,,,1,,
,2,10,,,1,,,,,1,,,,1,,
,2,11,,,1,,,,,1,,,,1,,
,2,12,,,1,,,1,,,,,,1,,
,2,13,,,,1,,,,1,,,,1,,
,2,14,1,,,,,,,1,,,,1,,
,2,15,,1,,,,,,1,,,,1,,
,2,16,,1,,,,,,,1,,,1,,
,2,17,,1,,,,,,1,,,,1,,
,2,18,1,,,,,,1,,,,,1,,
,2,19,,,1,,,1,,,,,,1,,
,2,20,,,,1,,,,1,,,,1,,
,2,21,,,,1,,,,1,,,,1,,
,2,22,,,1,,,,,1,,,,1,,
,2,23,,,,1,,1,,,,,,1,,
,2,24,,,1,,,,,1,,,,1,,
,2,25,,,1,,,,1,,,,,1,,
,2,26,,,1,,,,,1,,,,1,,
,2,27,,,1,,,,,1,,,,1,,
,2,28,,,1,,,,,1,,,,1,,
,2,29,,1,,,,1,,,,,,1,,
,2,30,1,,,,,,,,1,,,1,,
,2,31,,1,,,,,1,,,,,1,,
,2,32,,,1,,,,,1,,,,1,,
,2,33,,,,1,,,,1,,,,1,,
,2,34,,1,,,,,,1,,,,1,,
,2,35,,,1,,,,,1,,,,1,,
,3,1,,,1,,,,,1,,,,1,,
,3,2,,,1,,,,,,1,,,1,,
,3,3,,,,1,,,,,1,,,1,,
,3,4,,,1,,,,1,,,,,1,,
,3,5,1,,,,,1,,,,,1,,,
,3,6,,1,,,,,1,,,,,1,,
,3,7,,,1,,,1,,,,,,1,,
,3,8,,,,1,,,,1,,,,1,,
,3,9,,,1,,,,,1,,,,1,,
,3,10,,1,,,,,,1,,,,1,,
,3,11,,1,,,,,,1,,,,1,,
,3,12,,1,,,,,,1,,,,1,,
,3,13,,,1,,,,1,,,,,1,,
,3,14,,,1,,,1,,,,,,1,,
,3,15,,1,,,,,,1,,,,1,,
,3,16,,1,,,,,,1,,,,1,,
,3,17,,,,1,,,,1,,,,1,,
,3,18,,,,1,,,,1,,,,1,,
,3,19,,,1,,,1,,,,,,1,,
,3,20,,1,,,,,1,,,,,1,,
,3,21,,,1,,,,1,,,,,1,,
,3,22,,1,,,,,1,,,,,1,,
,3,23,,,1,,,,,1,,,,1,,
,3,24,,1,,,,,1,,,,,1,,
,3,25,,,1,,,,,1,,,,1,,
,3,26,,,1,,,,,1,,,,1,,
,3,27,,1,,,,,,1,,,,1,,
,3,28,,,,1,,,1,,,,,1,,
,3,29,,,1,,,,,1,,,,1,,
,3,30,,,,1,,,1,,,,,1,,
,Total slide 1,,4,8,20,3,,6,6,22,1,,2,33,,
,Total slide 2,,3,8,15,9,,4,6,23,2,,1,34,,
,Total slide 3,,1,10,13,6,,4,9,15,2,,1,29,,
,TOTAL,,8,26,48,18,,14,21,60,5,,4,96,,
14OSC2,1,1,,,,1,,,,1,,,,1,,
,1,2,,1,,,,,,1,,,,1,,
,1,3,,,,1,,,1,,,,,1,,
,1,4,1,,,,,,,1,,,,1,,
,1,5,,,1,,,,,1,,,,1,,
,1,6,,,1,,,,,1,,,1,,,
,1,7,,,1,,,,,1,,,,1,,
,1,8,,1,,,,,,1,,,,1,,
,1,9,,1,,,,,,1,,,,1,,
,1,10,,,1,,,,,1,,,,1,,
,1,11,,,1,,,,,1,,,,1,,
,1,12,,,,1,,,,1,,,,1,,
,1,13,,,1,,,,,1,,,,1,,
,1,14,,,,1,,,,1,,,,1,,
,1,15,,,,1,,,,,1,,,1,,
,1,16,,,1,,,,,1,,,,1,,
,1,17,,,1,,,,,1,,,,1,,
,1,18,,,1,,,,,1,,,,1,,
,1,19,,,1,,,,,1,,,,1,,
,1,20,,,,1,,,,1,,,,1,,
,1,21,,,,1,,,,1,,,,1,,
,1,22,,,,1,,,,,1,,,1,,
,1,23,,,1,,,,,1,,,,1,,
,1,24,,,,1,,,,1,,,,1,,
,1,25,,1,,,,,,,1,,,1,,
,1,26,,1,,,,,,1,,,,1,,
,1,27,,,,1,,,,1,,,,1,,
,1,28,,,,1,,,,,1,,,1,,
,1,29,,,1,,,,,1,,,,1,,
,1,30,1,,,,,,,1,,,,1,,
,1,31,,,1,,,,,1,,,,1,,
,1,32,,,1,,,,,1,,,,1,,
,1,33,,,1,,,,,1,,,,1,,
,1,34,,,,1,,,,1,,,,1,,
,1,35,,,1,,,,,,1,,,1,,
,2,1,,,,1,,,,1,,,,1,,
,2,2,,,1,,,,,1,,,,1,,
,2,3,,,1,,,,,1,,,,1,,
,2,4,,,1,,,,,1,,,,1,,
,2,5,,,1,,,,,1,,,,1,,
,2,6,,,1,,,,1,,,,,1,,
,2,7,,,1,,,,,1,,,,1,,
,2,8,,,1,,,,1,,,,,1,,
,2,9,,,1,,,,,1,,,,1,,
,2,10,,1,,,,,,1,,,,1,,
,2,11,,,,1,,,,1,,,,1,,
,2,12,,,,1,,,,,1,,,1,,
,2,13,,,,1,,,,1,,,,1,,
,2,14,,1,,,,,,1,,,,1,,
,2,15,,,1,,,,,1,,,,1,,
,2,16,,1,,,,,,1,,,,1,,
,2,17,,,1,,,,,1,,,,1,,
,2,18,,,1,,,,,1,,,,1,,
,2,19,,1,,,,,,1,,,,1,,
,2,20,,,1,,,,1,,,,,1,,
,2,21,,1,,,,,,1,,,,1,,
,2,22,,1,,,,,,1,,,,1,,
,2,23,,,1,,,,,1,,,,1,,
,2,24,,,1,,,,,,1,,,1,,
,2,25,,,,1,,,,1,,,,1,,
,2,26,,,1,,,,,1,,,,1,,
,2,27,,,,1,,,,1,,,,1,,
,2,28,,,,1,,,,1,,,,1,,
,2,29,,,1,,,,,,1,,,1,,
,2,30,,,,1,,,,1,,,,1,,
,2,31,,1,,,,,,1,,,,1,,
,2,32,,,1,,,,,1,,,,1,,
,2,33,,1,,,,,,1,,,,1,,
,2,34,,1,,,,,1,,,,,1,,
,2,35,,,1,,,,,,1,,,1,,
,3,1,,,,1,,,,1,,,,1,,
,3,2,,,1,,,,,1,,,,1,,
,3,3,,,,1,,,,1,,,,1,,
,3,4,,1,,,,,,1,,,,1,,
,3,5,,,,1,,,,1,,,,1,,
,3,6,,1,,,,,,1,,,,1,,
,3,7,,,,1,,,,,1,,,1,,
,3,8,,,,1,,,,,1,,,1,,
,3,9,,1,,,,,,1,,,,1,,
,3,10,,1,,,,,,,1,,,1,,
,3,11,,,1,,,,,1,,,,1,,
,3,12,,,,1,,,,1,,,,1,,
,3,13,,,1,,,,,1,,,,1,,
,3,14,,,1,,,,,1,,,,1,,
,3,15,,,1,,,,,1,,,,1,,
,3,16,,,1,,,,,1,,,,1,,
,3,17,,,1,,,,,1,,,,1,,
,3,18,,,1,,,,,1,,,,1,,
,3,19,,,1,,,,,1,,,,1,,
,3,20,,,1,,,,,1,,,,1,,
,3,21,,1,,,,,,1,,,,1,,
,3,22,,,,1,,,,1,,,,1,,
,3,23,,,1,,,,,1,,,,1,,
,3,24,,,1,,,,,1,,,,1,,
,3,25,1,,,,,,,1,,,,1,,
,3,26,,1,,,,,,1,,,,1,,
,3,27,1,,,,,,,1,,,,1,,
,3,28,,,,1,,,,,1,,,1,,
,3,29,,,,1,,,,1,,,,1,,
,3,30,1,,,,,,,1,,,,1,,
,Total slide 1,,2,5,16,12,,0,1,29,5,,1,34,,
,Total slide 2,,0,9,18,8,,0,4,27,4,,0,35,,
,Total slide 3,,3,6,12,9,,0,0,26,4,,0,30,,
,TOTAL,,5,20,46,29,,0,5,82,13,,1,99,,
14IGA1,1,1,,,,1,,,1,,,,,1,,
,1,2,,,1,,,,,1,,,,1,,
,1,3,1,,,,,,,,1,,,1,,
,1,4,,,,1,,,,1,,,,1,,
,1,5,,,,1,,,1,,,,,1,,
,1,6,,,,1,,,,1,,,,1,,
,1,7,,,,1,,,,,1,,,1,,
,1,8,,,,1,,,,1,,,,1,,
,1,9,,,,1,,,,1,,,,1,,
,1,10,,,,1,,,,,1,,,1,,
,1,11,,,,1,,,,,1,,,1,,
,1,12,,,,1,,,1,,,,,1,,
,1,13,,,,1,,,,1,,,,1,,
,1,14,,,1,,,,,1,,,,1,,
,1,15,,,,1,,,,1,,,,1,,
,1,16,,,,1,,,,1,,,,1,,
,1,17,,,,1,,,,,1,,,1,,
,1,18,,,,1,,,,1,,,,1,,
,1,19,,,,1,,,,,1,,,1,,
,1,20,1,,,,,,,1,,,,1,,
,1,21,1,,,,,,,1,,,,1,,
,1,22,,,,1,,,,1,,,,1,,
,1,23,,,,1,,,,,1,,,1,,
,1,24,,,,1,,,,,1,,,1,,
,1,25,,,1,,,,,1,,,,1,,
,1,26,,,,1,,,1,,,,,1,,
,1,27,,,,1,,,1,,,,,1,,
